PRECINCTID20,PRES20R,PRES20L,PRES20D,SEN20R,SEN20L,SEN20D,CONG20R,CONG20L,CONG20D,STSEN20R,STSEN20D
080811,268,3,78,266,2,75,0,0,0,0,0
080812,201,5,53,198,3,57,0,0,0,0,0
081009,239,2,48,228,4,53,0,0,0,0,0
081010,358,2,75,349,7,73,0,0,0,0,0
081011,277,1,50,267,6,54,0,0,0,0,0
081013,264,2,56,246,6,66,0,0,0,0,0
081111,818,6,110,787,22,120,0,0,0,0,0
081213,284,4,38,269,9,43,0,0,0,0,0
090100,669,7,177,628,26,189,0,0,0,0,0
090102,148,3,51,151,0,48,0,0,0,0,0
090106,719,18,325,656,23,356,0,0,0,0,0
090107,287,4,98,286,8,90,0,0,0,0,0
090109,113,2,39,107,2,45,0,0,0,0,0
090114,571,11,167,552,9,179,0,0,0,0,0
090116,640,24,396,610,26,409,0,0,0,0,0
090124,912,22,380,851,29,401,0,0,0,0,0
090200,3109,82,1678,3004,105,1714,0,0,0,0,0
090201,984,21,210,939,23,225,0,0,0,0,0
090202,494,7,92,476,11,98,0,0,0,0,0
090204,959,31,402,908,33,426,0,0,0,0,0
090206,1139,34,520,1083,35,555,0,0,0,0,0
090208,961,30,406,895,36,433,0,0,0,0,0
090209,28,0,24,29,0,23,0,0,0,0,0
090210,586,13,206,586,18,200,0,0,0,0,0
090211,859,21,322,822,26,334,0,0,0,0,0
090214,845,31,348,808,42,347,0,0,0,0,0
090215,1299,41,597,1226,60,622,0,0,0,0,0
090216,1342,35,530,1300,43,536,0,0,0,0,0
090217,1467,46,692,1423,50,699,0,0,0,0,0
090218,901,39,337,847,39,360,0,0,0,0,0
090220,1721,38,698,1625,75,732,0,0,0,0,0
090221,955,38,446,919,40,458,0,0,0,0,0
090223,1274,48,613,1230,40,628,0,0,0,0,0
090224,1081,31,441,1011,36,481,0,0,0,0,0
090225,908,26,432,860,34,449,0,0,0,0,0
090226,359,5,76,344,4,88,0,0,0,0,0
090227,1757,55,831,1693,61,837,0,0,0,0,0
090228,612,30,343,573,37,355,0,0,0,0,0
090300,1080,35,322,1040,43,331,0,0,0,0,0
090301,1779,54,591,1699,72,606,0,0,0,0,0
090302,1263,39,366,1196,53,389,0,0,0,0,0
090303,1403,31,705,1354,47,711,0,0,0,0,0
090304,991,26,347,916,46,341,0,0,0,0,0
090306,1838,35,607,1737,61,605,0,0,0,0,0
090308,489,8,101,479,10,99,0,0,0,0,0
090309,117,3,27,113,4,27,0,0,0,0,0
090398,0,0,0,0,0,0,0,0,0,0,0
090399,0,0,0,0,0,0,0,0,0,0,0
090400,789,9,118,759,20,128,0,0,0,0,0
090403,316,4,68,307,11,68,0,0,0,0,0
090404,207,4,32,191,1,42,0,0,0,0,0
090406,159,3,35,146,3,42,0,0,0,0,0
090408,272,6,51,252,10,58,0,0,0,0,0
090409,53,0,7,50,2,8,0,0,0,0,0
090502,196,0,29,190,3,34,0,0,0,0,0
090503,386,4,51,357,10,67,0,0,0,0,0
090504,1813,36,454,1734,56,496,0,0,0,0,0
090506,2700,78,954,2557,102,1017,0,0,0,0,0
100001,510,9,309,477,20,305,0,0,0,0,0
100002,589,10,289,582,20,265,0,0,0,0,0
100007,116,3,448,116,7,431,0,0,0,0,0
100011,292,6,191,286,11,189,0,0,0,0,0
100014,340,5,150,339,13,140,0,0,0,0,0
100015,787,9,281,766,18,280,0,0,0,0,0
100017,621,6,210,612,5,204,0,0,0,0,0
100019,1601,19,459,1569,39,446,0,0,0,0,0
100020,586,16,303,568,24,297,0,0,0,0,0
100024,897,9,296,899,20,276,0,0,0,0,0
100025,407,13,76,403,14,78,0,0,0,0,0
100026,194,1,80,185,5,76,0,0,0,0,0
100030,297,3,26,283,6,30,0,0,0,0,0
100031,1302,10,241,1263,23,238,0,0,0,0,0
100032,255,6,71,238,6,80,0,0,0,0,0
100033,441,12,99,428,13,96,0,0,0,0,0
100034,707,4,158,680,14,159,0,0,0,0,0
100039,365,2,33,359,3,32,0,0,0,0,0
100041,788,12,123,762,13,127,0,0,0,0,0
100051,239,3,90,238,3,86,0,0,0,0,0
100052,492,3,39,481,8,42,0,0,0,0,0
100061,464,13,92,467,11,81,0,0,0,0,0
100062,755,9,151,725,11,159,0,0,0,0,0
100063,931,10,171,920,25,152,0,0,0,0,0
100071,723,3,84,698,13,83,0,0,0,0,0
110001,480,30,544,446,35,563,495,64,507,0,0
110002,1019,26,754,922,49,791,974,86,749,0,0
110003,810,40,588,757,44,611,788,92,568,0,0
110004,774,39,671,698,44,708,732,92,666,0,0
110005,128,6,124,112,8,131,131,17,115,0,0
110006,308,11,143,273,16,171,297,16,152,308,154
110007,78,6,52,69,7,63,78,9,55,85,57
110008,251,7,152,225,12,171,244,14,155,234,178
110009,573,12,223,543,13,241,568,30,212,577,228
110010,907,10,378,811,21,434,869,40,391,0,0
110011,294,7,124,282,10,124,291,17,118,0,0
110012,713,17,275,640,31,303,672,36,299,733,273
110013,408,8,202,373,15,220,392,31,203,396,225
110014,636,10,273,581,9,312,617,26,281,0,0
110015,838,9,223,789,24,243,829,28,214,0,0
110016,256,2,92,243,4,99,248,8,93,259,86
110017,243,5,110,228,7,117,238,12,109,0,0
110018,214,7,57,198,4,73,206,9,66,216,64
110019,518,9,185,467,14,208,504,29,183,0,0
110020,572,36,414,516,29,449,565,67,386,0,0
110021,336,9,90,315,8,99,333,11,91,320,108
110022,225,2,55,197,11,64,208,13,58,211,66
110023,202,2,77,189,3,79,197,10,77,210,74
110025,440,10,221,375,18,245,411,26,222,0,0
120101,597,4,105,594,7,100,590,11,107,0,0
120104,556,3,73,543,9,68,533,16,75,0,0
120105,73,1,123,64,5,122,67,4,126,0,0
120106,240,3,71,236,6,64,233,8,72,0,0
120207,93,3,20,92,3,20,90,4,22,0,0
120208,357,6,78,348,7,74,350,12,79,0,0
120209,124,2,51,117,6,50,120,2,53,0,0
120210,502,1,51,489,4,53,496,0,57,0,0
120211,60,0,28,52,3,31,53,2,32,0,0
120214,168,2,133,155,8,127,153,9,138,0,0
120215,151,0,61,150,2,57,147,6,60,0,0
120316,424,2,142,416,4,136,406,11,148,0,0
120318,344,3,41,335,4,44,342,3,43,0,0
120319,312,0,37,295,1,42,297,7,42,0,0
120320,153,1,19,146,2,24,144,2,28,0,0
120321,339,2,34,323,2,43,324,9,42,0,0
120322,205,1,15,200,1,15,199,5,18,0,0
130002,159,1,18,153,5,16,0,0,0,0,0
130003,153,3,10,151,1,8,0,0,0,0,0
130004,183,2,11,179,2,12,0,0,0,0,0
130005,153,2,12,152,2,10,0,0,0,0,0
130006,268,1,13,257,3,14,0,0,0,0,0
130007,54,1,6,56,1,4,0,0,0,0,0
140001,1194,46,1183,1176,43,1191,0,0,0,0,0
140002,223,15,413,206,23,411,0,0,0,0,0
140003,346,22,496,335,23,501,0,0,0,0,0
140004,1396,29,614,1396,23,620,0,0,0,0,0
140005,1487,36,854,1454,54,836,0,0,0,0,0
140006,206,11,755,203,15,744,0,0,0,0,0
140007,1600,29,648,1553,48,659,0,0,0,0,0
140008,176,18,624,176,20,619,0,0,0,0,0
140009,1457,57,792,1426,49,803,0,0,0,0,0
140010,593,22,380,563,29,385,0,0,0,0,0
140011,276,21,789,278,22,776,0,0,0,0,0
140012,930,39,796,916,56,779,0,0,0,0,0
140013,109,12,283,106,15,268,0,0,0,0,0
140014,293,43,729,269,40,721,0,0,0,0,0
140015,371,20,785,358,26,782,0,0,0,0,0
140016,870,25,512,825,33,542,0,0,0,0,0
140017,416,8,143,408,18,137,0,0,0,0,0
140018,354,36,809,356,28,802,0,0,0,0,0
140019,709,38,1209,700,51,1190,0,0,0,0,0
140020,1634,22,868,1593,42,876,0,0,0,0,0
140021,630,25,326,600,40,325,0,0,0,0,0
140022,1374,50,707,1292,57,745,0,0,0,0,0
140024,1902,78,1036,1814,80,1079,0,0,0,0,0
140025,603,20,295,582,30,284,0,0,0,0,0
140026,853,44,1024,828,60,983,0,0,0,0,0
140027,1188,32,1039,1209,38,1011,0,0,0,0,0
140028,669,45,1247,634,68,1211,0,0,0,0,0
140029,1224,21,345,1166,25,363,0,0,0,0,0
140030,607,17,444,598,26,428,0,0,0,0,0
140032,588,44,1077,543,68,1058,0,0,0,0,0
140034,1471,16,357,1412,28,373,0,0,0,0,0
140035,515,19,523,539,20,492,0,0,0,0,0
140036,974,16,315,930,25,326,0,0,0,0,0
140037,875,53,591,838,72,588,0,0,0,0,0
140038,857,21,331,820,39,329,0,0,0,0,0
140039,600,31,718,600,29,713,0,0,0,0,0
140040,895,32,685,872,41,667,0,0,0,0,0
140041,338,4,292,317,17,275,0,0,0,0,0
140042,268,15,508,274,6,502,0,0,0,0,0
140043,1210,28,794,1179,39,787,0,0,0,0,0
140044,1288,52,780,1199,69,810,0,0,0,0,0
140045,474,7,193,451,19,182,0,0,0,0,0
140047,828,32,463,770,49,475,0,0,0,0,0
140048,744,28,426,708,40,430,0,0,0,0,0
140049,603,17,244,579,20,250,0,0,0,0,0
140050,1092,41,686,1059,44,681,0,0,0,0,0
140051,289,19,460,287,18,463,0,0,0,0,0
140053,1259,46,1410,1262,59,1383,0,0,0,0,0
140054,623,21,323,578,30,322,0,0,0,0,0
140055,906,39,1069,893,49,1046,0,0,0,0,0
140056,577,37,937,564,39,931,0,0,0,0,0
140057,1407,39,615,1289,59,649,0,0,0,0,0
140058,873,26,464,828,38,465,0,0,0,0,0
140059,222,14,283,230,13,279,0,0,0,0,0
140060,1544,40,730,1481,48,747,0,0,0,0,0
140061,1271,26,582,1248,29,585,0,0,0,0,0
140063,573,14,233,555,19,235,0,0,0,0,0
140064,1315,23,377,1245,37,391,0,0,0,0,0
140065,734,23,231,691,29,239,0,0,0,0,0
140067,597,26,645,588,36,623,0,0,0,0,0
140068,751,22,869,711,40,868,0,0,0,0,0
140069,1203,28,815,1168,33,821,0,0,0,0,0
140070,1021,44,606,957,56,612,0,0,0,0,0
140071,341,10,426,339,15,418,0,0,0,0,0
140072,1254,39,701,1209,40,717,0,0,0,0,0
140073,1785,55,1543,1797,69,1498,0,0,0,0,0
140074,596,15,505,612,19,473,0,0,0,0,0
140076,489,24,563,476,24,568,0,0,0,0,0
140077,194,17,210,179,12,223,0,0,0,0,0
140078,1255,26,306,1203,40,314,0,0,0,0,0
140080,257,5,92,251,6,97,0,0,0,0,0
140081,817,40,1032,796,32,1029,0,0,0,0,0
140082,1094,62,1193,1076,58,1170,0,0,0,0,0
140083,283,1,176,272,7,173,0,0,0,0,0
140086,1254,40,576,1202,52,593,0,0,0,0,0
140087,601,10,235,572,25,238,0,0,0,0,0
140088,1541,27,705,1510,40,690,0,0,0,0,0
140089,1459,53,956,1402,70,952,0,0,0,0,0
140090,0,0,0,0,0,0,0,0,0,0,0
140091,190,2,120,188,5,113,0,0,0,0,0
140092,4,0,3,4,0,3,0,0,0,0,0
140093,178,13,438,181,13,422,0,0,0,0,0
140094,212,6,140,203,12,137,0,0,0,0,0
140095,398,9,130,383,12,136,0,0,0,0,0
150002,347,1,72,331,2,78,328,10,79,0,0
150003,167,5,29,160,3,37,161,3,38,0,0
150004,373,6,59,356,5,70,359,14,60,0,0
150005,349,7,65,307,7,81,321,11,75,0,0
150006,123,3,23,114,3,27,114,7,25,0,0
150007,246,3,45,238,4,47,233,7,47,0,0
150009,80,1,17,79,0,18,80,1,18,0,0
150010,134,1,24,130,5,23,134,7,19,0,0
150011,272,7,40,249,4,49,245,14,53,0,0
160001,688,25,624,713,24,570,0,0,0,0,0
160002,570,24,562,574,30,521,0,0,0,0,0
160003,432,19,495,435,28,452,0,0,0,0,0
160007,539,37,502,552,31,470,0,0,0,0,0
160008,798,37,760,836,38,688,0,0,0,0,0
160009,726,30,736,727,37,695,0,0,0,0,0
160011,498,34,704,523,23,660,0,0,0,0,0
160013,475,19,528,496,28,460,0,0,0,0,0
160014,196,39,171,190,34,162,0,0,0,0,0
160015,558,22,475,568,25,430,0,0,0,0,0
160017,589,23,485,603,30,441,0,0,0,0,0
160019,415,19,279,409,29,257,0,0,0,0,0
160020,414,12,394,418,19,368,0,0,0,0,0
160021,294,13,262,286,22,241,0,0,0,0,0
160025,66,9,346,76,14,320,0,0,0,0,0
160026,242,2,186,232,12,169,0,0,0,0,0
160027,226,16,207,233,17,186,0,0,0,0,0
160029,62,5,201,71,4,188,0,0,0,0,0
160030,118,7,149,131,7,127,0,0,0,0,0
160031,1541,48,1021,1556,43,947,0,0,0,0,0
160032,12,1,59,14,2,54,0,0,0,0,0
160033,268,10,234,264,22,213,0,0,0,0,0
160034,780,25,622,792,33,582,0,0,0,0,0
160035,314,5,122,315,9,109,0,0,0,0,0
160036,249,11,125,255,7,117,0,0,0,0,0
160037,272,1,59,266,7,53,0,0,0,0,0
160038,1811,59,592,1776,60,558,0,0,0,0,0
160039,699,18,171,683,23,164,0,0,0,0,0
160040,821,18,147,810,23,144,0,0,0,0,0
160041,462,9,127,453,16,114,0,0,0,0,0
160042,1565,26,836,1566,37,797,0,0,0,0,0
160043,283,0,49,277,4,46,0,0,0,0,0
160045,727,9,257,721,15,239,0,0,0,0,0
160046,267,8,45,263,5,43,0,0,0,0,0
160048,495,8,144,481,15,139,0,0,0,0,0
160049,563,5,131,558,14,115,0,0,0,0,0
160050,1112,27,665,1135,43,597,0,0,0,0,0
160051,758,19,275,768,22,251,0,0,0,0,0
160053,0,0,0,0,0,0,0,0,0,0,0
170001,84,1,17,89,1,12,0,0,0,0,0
170003,394,8,65,401,8,54,0,0,0,0,0
170004,261,6,58,253,6,58,0,0,0,0,0
170005,359,8,93,357,5,88,0,0,0,0,0
170007,278,3,60,279,7,51,0,0,0,0,0
170008,54,1,15,57,0,13,0,0,0,0,0
170009,280,4,59,278,4,56,0,0,0,0,0
170010,162,0,6,160,1,8,0,0,0,0,0
170011,245,3,20,240,7,18,0,0,0,0,0
180140,641,13,106,574,14,156,619,21,119,0,0
180320,155,2,29,140,3,40,158,1,29,0,0
180410,386,6,68,342,9,98,382,17,63,0,0
180520,320,3,94,300,5,101,319,7,94,0,0
180611,355,10,113,319,21,128,355,15,108,0,0
180612,233,4,92,211,10,101,234,7,87,0,0
180621,522,13,204,476,16,237,524,22,198,0,0
180622,350,14,182,324,13,199,353,19,174,0,0
180710,354,10,61,324,12,74,346,11,64,0,0
180810,489,4,91,451,14,114,474,15,94,0,0
180820,558,4,89,517,16,99,535,25,87,0,0
180910,323,5,88,300,11,99,329,9,83,0,0
190111,699,10,242,663,18,245,0,0,0,0,0
190112,247,8,58,224,13,63,0,0,0,0,0
190121,993,10,259,929,20,280,0,0,0,0,0
190122,86,6,166,84,4,167,0,0,0,0,0
190131,389,4,145,356,11,152,0,0,0,0,0
190132,808,25,259,774,23,288,0,0,0,0,0
190142,1405,30,618,1305,54,640,0,0,0,0,0
190143,593,15,304,555,38,308,0,0,0,0,0
190211,292,4,130,281,10,126,0,0,0,0,0
190221,230,4,89,224,7,88,0,0,0,0,0
190231,313,6,154,313,8,150,0,0,0,0,0
190241,367,7,126,340,11,144,0,0,0,0,0
190311,690,11,143,643,21,162,0,0,0,0,0
190401,693,17,183,644,20,210,0,0,0,0,0
190402,736,14,203,703,17,214,0,0,0,0,0
190403,813,14,172,766,25,185,0,0,0,0,0
190404,1631,34,378,1530,52,418,0,0,0,0,0
190405,958,18,163,896,30,188,0,0,0,0,0
190406,541,14,91,511,12,110,0,0,0,0,0
190407,309,3,54,293,10,53,0,0,0,0,0
190408,390,11,59,364,9,76,0,0,0,0,0
190409,779,11,178,739,27,193,0,0,0,0,0
190410,229,0,23,218,4,30,0,0,0,0,0
190411,423,4,92,391,9,102,0,0,0,0,0
190412,446,7,97,426,12,100,0,0,0,0,0
190413,739,6,139,702,24,143,0,0,0,0,0
190414,1557,37,294,1478,33,332,0,0,0,0,0
190415,380,5,94,360,13,98,0,0,0,0,0
190416,670,9,136,644,19,135,0,0,0,0,0
190417,1550,22,322,1476,40,340,0,0,0,0,0
190418,966,17,325,948,23,325,0,0,0,0,0
190419,779,23,270,757,26,284,0,0,0,0,0
190420,392,10,204,386,12,198,0,0,0,0,0
190421,732,14,303,722,19,294,0,0,0,0,0
190422,469,8,104,452,14,115,0,0,0,0,0
200001,398,12,216,369,24,219,0,0,0,0,0
200003,600,7,233,585,14,236,0,0,0,0,0
200005,619,6,225,589,24,217,0,0,0,0,0
200007,373,4,196,358,7,191,0,0,0,0,0
200012,493,11,90,475,12,101,0,0,0,0,0
200013,260,1,49,250,4,50,0,0,0,0,0
200018,917,16,247,894,30,254,0,0,0,0,0
200019,853,29,279,818,37,285,0,0,0,0,0
200020,1153,33,245,1118,35,274,0,0,0,0,0
200021,803,63,396,759,67,404,0,0,0,0,0
200022,327,6,37,318,3,43,0,0,0,0,0
200023,718,5,109,687,10,115,0,0,0,0,0
200026,546,4,47,515,8,65,0,0,0,0,0
210001,900,4,206,874,4,213,925,15,175,0,0
210002,378,1,110,358,10,117,379,8,104,0,0
210003,810,5,292,753,23,312,802,34,269,0,0
210004,456,2,135,439,11,132,455,16,125,0,0
210005,847,16,253,816,19,258,843,31,241,864,248
210006,647,3,185,614,14,183,652,17,163,662,166
210007,1473,20,420,1407,28,434,1458,57,393,1511,386
210008,371,4,69,353,9,71,362,16,67,374,69
210009,1285,15,339,1226,23,350,1277,44,314,1315,317
210010,43,1,5,39,0,8,40,1,6,0,0
210011,756,12,168,723,13,188,735,33,170,759,171
210012,486,4,135,458,11,145,489,17,116,0,0
210014,579,4,155,547,15,161,567,27,139,0,0
210015,660,3,170,624,15,181,647,23,165,0,0
210016,395,5,124,361,11,133,383,17,118,0,0
210017,277,3,78,249,7,96,266,8,84,0,0
210018,437,3,78,400,17,88,426,11,82,437,81
210019,791,13,129,750,17,148,789,10,134,807,125
210020,149,0,44,124,7,54,141,9,39,0,0
210021,127,2,22,119,3,23,125,3,23,131,22
210022,1039,12,251,970,17,294,998,36,264,1054,241
210023,651,4,104,625,9,111,650,15,95,657,103
220001,272,1,24,261,3,28,0,0,0,0,0
220002,109,0,6,101,5,7,0,0,0,0,0
220003,287,2,31,274,1,40,0,0,0,0,0
220004,122,0,16,114,2,21,0,0,0,0,0
220005,593,6,48,576,9,58,0,0,0,0,0
220007,73,0,9,67,2,13,0,0,0,0,0
220008,461,2,64,455,4,65,0,0,0,0,0
220009,159,1,8,153,3,10,0,0,0,0,0
220010,48,0,8,44,0,11,0,0,0,0,0
230001,412,5,46,394,5,58,0,0,0,0,0
230003,567,3,40,537,14,47,0,0,0,0,0
230004,91,2,13,85,3,15,0,0,0,0,0
230006,55,0,4,54,0,5,0,0,0,0,0
230007,258,2,31,249,3,31,0,0,0,0,0
230008,229,5,16,227,2,20,0,0,0,0,0
230009,76,1,12,75,1,11,0,0,0,0,0
240101,253,8,175,243,6,178,0,0,0,0,0
240102,363,14,219,355,22,196,0,0,0,0,0
240103,480,13,231,438,23,229,0,0,0,0,0
240104,482,15,250,466,21,239,0,0,0,0,0
240105,376,16,170,360,17,170,0,0,0,0,0
240106,393,4,54,367,6,72,0,0,0,0,0
240107,76,1,18,72,2,19,0,0,0,0,0
240108,99,0,14,90,3,17,0,0,0,0,0
240109,277,1,38,267,1,46,0,0,0,0,0
240110,565,12,191,544,21,188,0,0,0,0,0
240201,874,33,413,845,36,412,0,0,0,0,0
240202,944,11,354,901,29,354,0,0,0,0,0
240203,437,16,137,388,29,151,0,0,0,0,0
240204,1222,42,405,1167,43,423,0,0,0,0,0
240206,568,18,191,557,15,192,0,0,0,0,0
240207,613,16,102,580,27,108,0,0,0,0,0
240208,134,0,9,127,1,11,0,0,0,0,0
240210,366,4,49,340,11,58,0,0,0,0,0
240211,590,7,70,567,11,83,0,0,0,0,0
240212,347,3,52,340,6,50,0,0,0,0,0
240301,448,15,159,438,14,153,0,0,0,0,0
240302,1382,24,410,1343,42,403,0,0,0,0,0
240304,1264,18,331,1230,29,331,0,0,0,0,0
240305,1028,20,262,1022,16,272,0,0,0,0,0
240306,508,10,144,495,13,144,0,0,0,0,0
240307,249,5,39,241,5,41,0,0,0,0,0
240308,721,11,149,708,14,148,0,0,0,0,0
240309,485,8,55,463,14,61,0,0,0,0,0
240310,527,8,95,501,14,107,0,0,0,0,0
240311,899,18,133,851,28,150,0,0,0,0,0
250001,445,2,65,424,4,73,0,0,0,0,0
250002,536,6,76,517,9,79,0,0,0,0,0
250003,670,2,73,636,8,89,0,0,0,0,0
250005,846,8,81,815,12,87,0,0,0,0,0
250006,286,6,76,269,6,83,0,0,0,0,0
250007,353,8,112,342,6,128,0,0,0,0,0
250008,422,7,119,399,15,121,0,0,0,0,0
250009,807,5,119,760,8,144,0,0,0,0,0
250013,300,5,54,291,3,62,0,0,0,0,0
250015,504,3,152,488,10,153,0,0,0,0,0
250016,570,2,109,551,9,113,0,0,0,0,0
250017,335,10,177,317,14,173,0,0,0,0,0
250018,891,17,238,857,22,250,0,0,0,0,0
250020,713,10,194,694,7,195,0,0,0,0,0
250021,11,0,3,11,0,3,0,0,0,0,0
250024,666,12,137,635,13,150,0,0,0,0,0
250025,523,12,80,498,18,90,0,0,0,0,0
260001,512,17,152,501,12,162,0,0,0,0,0
260002,708,10,207,684,11,214,0,0,0,0,0
260003,653,9,227,628,8,236,0,0,0,0,0
260005,312,6,212,298,15,204,0,0,0,0,0
260006,507,16,194,490,18,206,0,0,0,0,0
260008,424,13,199,408,13,207,0,0,0,0,0
260009,556,11,322,537,13,331,0,0,0,0,0
260011,367,3,59,359,5,59,0,0,0,0,0
260016,159,0,14,149,0,22,0,0,0,0,0
260017,238,4,48,221,5,52,0,0,0,0,0
260020,291,3,57,271,9,64,0,0,0,0,0
260021,236,4,43,219,6,53,0,0,0,0,0
260023,142,2,17,136,0,22,0,0,0,0,0
260025,417,10,86,395,10,101,0,0,0,0,0
260026,233,0,23,222,3,24,0,0,0,0,0
260027,348,3,60,332,7,68,0,0,0,0,0
260028,963,16,194,903,26,225,0,0,0,0,0
260029,1091,13,174,1029,24,207,0,0,0,0,0
260031,467,8,70,444,13,82,0,0,0,0,0
260032,781,7,130,748,15,127,0,0,0,0,0
260033,251,2,47,238,6,49,0,0,0,0,0
260035,150,1,25,141,2,29,0,0,0,0,0
260036,1098,12,158,1037,18,182,0,0,0,0,0
260037,1932,34,367,1867,38,402,0,0,0,0,0
260038,1444,19,279,1371,31,303,0,0,0,0,0
260039,1099,9,177,1049,15,200,0,0,0,0,0
260040,1636,30,278,1552,45,310,0,0,0,0,0
260041,1523,25,325,1471,29,362,0,0,0,0,0
270011,111,2,23,105,1,28,0,0,0,0,0
270017,260,1,25,259,2,25,0,0,0,0,0
270023,498,4,68,473,14,78,0,0,0,0,0
270025,264,5,46,257,4,43,0,0,0,0,0
270026,234,4,25,218,5,29,0,0,0,0,0
270029,188,2,33,176,5,34,0,0,0,0,0
270030,361,6,60,347,6,67,0,0,0,0,0
280101,341,4,93,331,10,99,0,0,0,0,0
280102,466,6,99,444,11,103,0,0,0,0,0
280103,26,0,2,22,0,5,0,0,0,0,0
280105,86,1,14,79,2,17,0,0,0,0,0
280106,85,3,13,84,5,10,0,0,0,0,0
280202,382,6,64,362,10,68,0,0,0,0,0
280203,171,3,32,167,2,32,0,0,0,0,0
280302,48,1,11,45,0,13,0,0,0,0,0
290101,45,0,10,42,4,8,0,0,0,0,0
290102,264,1,47,256,2,47,0,0,0,0,0
290201,179,1,52,172,5,55,0,0,0,0,0
290203,27,0,4,25,0,5,0,0,0,0,0
290204,25,0,0,24,0,1,0,0,0,0,0
290301,87,1,45,90,0,44,0,0,0,0,0
290302,120,3,19,121,1,22,0,0,0,0,0
300201,532,9,39,508,7,55,0,0,0,0,0
300203,116,3,10,111,3,11,0,0,0,0,0
300301,219,5,39,212,5,39,0,0,0,0,0
300302,56,0,4,57,0,2,0,0,0,0,0
300303,107,0,11,108,2,7,0,0,0,0,0
300402,297,1,33,294,1,30,0,0,0,0,0
310007,249,3,30,233,6,41,240,2,41,0,0
310009,83,0,22,75,2,25,77,0,27,0,0
310011,165,1,28,152,6,31,167,2,27,0,0
310015,318,3,58,292,5,78,308,5,62,0,0
310016,379,3,86,365,3,90,378,11,79,0,0
310019,448,4,72,418,8,88,436,5,82,0,0
310023,483,4,108,457,7,128,482,6,110,0,0
310027,586,3,118,553,15,122,574,15,109,0,0
310030,402,2,67,373,5,84,402,2,67,0,0
310031,672,8,124,610,17,159,631,14,147,0,0
310032,380,6,70,364,7,80,374,10,76,0,0
320010,0,0,0,0,0,0,0,0,0,0,0
320011,463,6,100,432,10,119,446,14,99,0,0
320012,313,0,81,296,6,80,286,15,87,0,0
320016,142,0,33,130,2,37,136,5,30,0,0
320018,227,1,33,214,6,36,221,5,32,0,0
320019,94,0,21,94,1,22,91,4,18,0,0
320020,611,8,192,580,6,212,581,20,204,0,0
320021,192,4,72,179,6,78,182,12,73,0,0
320022,218,2,52,196,5,56,206,7,57,0,0
320023,126,1,19,114,4,22,114,5,26,0,0
320030,167,1,31,160,1,36,158,4,35,0,0
320031,240,1,41,235,3,38,234,4,41,0,0
320032,182,6,56,180,4,62,180,4,59,0,0
320033,247,0,31,240,2,30,246,3,27,0,0
320034,152,1,20,143,2,23,152,1,20,0,0
320035,501,10,137,467,17,151,461,31,150,0,0
330001,1237,33,340,1252,40,299,0,0,0,0,0
330002,414,8,76,422,10,68,0,0,0,0,0
330003,342,14,209,350,20,174,0,0,0,0,0
330006,820,18,194,826,24,170,0,0,0,0,0
330007,407,15,170,404,24,154,0,0,0,0,0
330010,283,6,171,286,11,148,0,0,0,0,0
330014,663,21,238,662,25,214,0,0,0,0,0
330016,425,4,54,428,2,49,0,0,0,0,0
330017,264,4,26,257,7,22,0,0,0,0,0
330018,161,0,17,160,1,14,0,0,0,0,0
330019,133,1,14,129,4,15,0,0,0,0,0
330020,651,5,53,634,13,54,0,0,0,0,0
330021,78,1,14,79,1,10,0,0,0,0,0
330023,335,4,43,344,5,30,0,0,0,0,0
330024,179,3,27,174,7,26,0,0,0,0,0
340001,298,6,64,282,6,63,0,0,0,0,0
340002,255,6,32,257,5,25,0,0,0,0,0
340003,122,3,12,117,3,18,0,0,0,0,0
340004,88,1,20,84,2,19,0,0,0,0,0
340005,79,2,8,73,5,8,0,0,0,0,0
340006,305,1,66,292,5,69,0,0,0,0,0
340007,143,1,42,136,2,37,0,0,0,0,0
340008,49,2,3,47,2,3,0,0,0,0,0
340009,642,4,70,613,14,75,0,0,0,0,0
340010,45,0,2,42,1,6,0,0,0,0,0
350001,304,3,64,297,7,64,300,11,61,0,0
350002,166,7,73,155,11,73,159,18,64,0,0
350003,181,2,61,166,2,73,171,11,66,0,0
350004,533,8,166,522,15,163,533,18,154,0,0
350005,409,1,61,392,6,60,392,14,64,0,0
350006,285,1,47,271,5,48,274,6,50,0,0
350007,8,0,2,9,0,1,8,0,2,0,0
350008,231,0,24,219,3,27,217,4,32,0,0
350009,109,2,33,105,3,28,110,5,26,0,0
350010,98,1,8,92,1,10,94,1,11,0,0
350011,171,0,24,172,1,18,178,2,16,0,0
350012,402,3,53,382,5,64,385,13,58,0,0
350013,449,7,107,441,6,105,448,9,101,0,0
350014,95,2,15,95,3,15,95,2,17,0,0
360001,727,14,143,662,19,173,0,0,0,0,0
360101,503,11,180,472,12,190,0,0,0,0,0
360103,593,10,124,557,20,138,0,0,0,0,0
360202,553,11,164,520,21,170,0,0,0,0,0
360205,533,16,139,501,18,150,0,0,0,0,0
360206,903,12,160,869,23,164,0,0,0,0,0
360400,127,2,11,125,0,14,0,0,0,0,0
360401,52,1,13,46,2,16,0,0,0,0,0
360403,431,3,58,407,5,70,0,0,0,0,0
360404,130,7,27,124,5,29,0,0,0,0,0
360406,179,2,37,171,5,38,0,0,0,0,0
360407,40,0,1,38,0,3,0,0,0,0,0
