PRECINCTID20,PRES20R,PRES20L,PRES20D,SEN20R,SEN20L,SEN20D,CONG20R,CONG20L,CONG20D,STSEN20R,STSEN20D
360409,75,2,9,72,1,10,0,0,0,0,0
360411,148,0,22,136,3,30,0,0,0,0,0
360412,225,4,63,210,4,75,0,0,0,0,0
360413,820,11,238,803,17,239,0,0,0,0,0
360419,398,1,188,383,9,183,0,0,0,0,0
360420,270,1,43,258,6,42,0,0,0,0,0
360503,742,24,322,705,32,323,0,0,0,0,0
360507,444,17,184,418,18,183,0,0,0,0,0
360516,341,8,183,319,13,181,0,0,0,0,0
360517,431,13,267,419,20,256,0,0,0,0,0
360527,739,25,281,702,27,288,0,0,0,0,0
360530,593,11,244,577,10,241,0,0,0,0,0
360532,629,15,203,609,18,210,0,0,0,0,0
360533,638,12,239,603,19,240,0,0,0,0,0
360534,829,19,258,796,25,262,0,0,0,0,0
360535,741,13,239,717,17,241,0,0,0,0,0
370101,962,9,165,936,18,161,0,0,0,0,0
370102,243,2,21,231,1,32,0,0,0,0,0
370103,327,3,23,312,6,29,0,0,0,0,0
370105,631,11,122,594,24,131,0,0,0,0,0
370106,100,3,11,98,3,13,0,0,0,0,0
370201,969,9,171,922,33,177,0,0,0,0,0
370203,128,1,21,128,3,18,0,0,0,0,0
370204,284,2,28,269,7,37,0,0,0,0,0
370301,954,13,185,943,16,185,0,0,0,0,0
370302,435,9,63,417,14,68,0,0,0,0,0
370303,128,0,10,127,0,10,0,0,0,0,0
370304,163,1,16,172,0,10,0,0,0,0,0
370305,182,1,16,166,5,24,0,0,0,0,0
370306,15,0,2,17,0,0,0,0,0,0,0
380001,563,7,118,543,11,132,0,0,0,0,0
380002,135,3,38,134,3,35,0,0,0,0,0
380004,346,2,112,340,6,117,0,0,0,0,0
380005,35,1,17,33,2,15,0,0,0,0,0
380006,129,1,43,123,3,44,0,0,0,0,0
380007,11,1,0,12,0,0,0,0,0,0,0
380008,176,1,32,167,6,35,0,0,0,0,0
380009,24,0,3,22,0,5,0,0,0,0,0
380010,384,3,111,367,6,117,0,0,0,0,0
380011,107,0,10,103,0,13,0,0,0,0,0
380014,405,5,125,391,12,127,0,0,0,0,0
380015,126,8,28,129,5,26,0,0,0,0,0
380016,83,0,20,81,1,19,0,0,0,0,0
380022,149,1,42,147,2,45,0,0,0,0,0
390001,360,4,90,325,13,104,342,18,93,0,0
390002,362,8,141,322,9,158,344,19,137,0,0
390003,254,1,39,241,6,42,250,6,35,0,0
390004,207,2,53,192,1,64,200,8,50,0,0
390005,373,3,78,354,8,83,359,8,82,0,0
390006,151,1,23,139,3,29,143,4,25,0,0
390007,150,2,38,140,3,37,139,11,39,0,0
390008,355,4,49,333,6,60,344,6,58,0,0
390009,269,3,60,251,4,69,259,5,69,0,0
390010,250,0,51,227,3,65,240,7,53,0,0
390011,530,6,117,484,8,144,501,12,131,0,0
390012,176,1,23,164,3,28,169,3,29,0,0
400101,332,4,66,321,4,66,324,5,69,0,0
400102,412,4,82,391,7,84,403,8,85,0,0
400103,607,4,142,586,11,136,592,17,137,0,0
400104,57,3,117,53,2,117,53,4,119,0,0
400105,660,5,135,642,10,134,646,20,135,0,0
400106,551,11,155,528,18,153,539,23,156,0,0
400107,865,15,147,822,20,155,834,28,150,0,0
400108,390,5,86,371,10,89,383,12,82,0,0
400109,700,9,124,676,11,121,696,10,123,0,0
400110,521,7,98,486,14,112,490,16,110,0,0
400111,673,5,113,638,11,114,664,15,106,0,0
400112,151,0,27,147,0,28,144,1,30,0,0
400113,335,4,54,314,6,57,321,12,59,0,0
400114,166,1,38,154,3,39,160,2,43,0,0
400201,105,1,13,99,2,18,96,6,19,0,0
400202,178,3,31,171,4,33,175,5,33,0,0
400203,1071,12,293,1011,18,316,1045,29,289,0,0
400204,666,19,182,639,14,189,656,26,179,0,0
400205,284,4,80,277,2,83,276,12,79,0,0
400207,632,19,139,596,25,149,613,32,142,0,0
400208,519,13,159,495,27,152,504,29,155,0,0
400210,680,6,111,654,15,111,653,25,111,0,0
400211,553,5,100,514,9,117,526,22,103,0,0
400212,880,9,157,828,19,172,847,19,174,0,0
400213,74,1,13,72,2,13,71,0,15,0,0
400214,165,2,30,153,5,32,158,4,35,0,0
400215,248,5,40,239,3,49,239,5,47,0,0
400301,234,2,95,213,6,106,232,6,95,0,0
400302,497,8,61,473,11,72,490,13,62,0,0
400303,184,1,30,174,1,31,175,1,31,0,0
400304,227,3,25,222,2,29,226,4,25,0,0
400305,157,1,32,147,3,36,150,4,35,0,0
400306,97,0,11,94,0,11,92,2,12,0,0
400309,90,2,15,88,3,15,86,0,16,0,0
400310,564,14,129,542,14,133,548,26,131,0,0
400311,422,3,118,410,4,124,415,8,119,0,0
400312,266,4,51,244,4,66,251,8,57,0,0
410001,536,12,127,511,12,132,0,0,0,0,0
410002,671,8,142,639,15,151,0,0,0,0,0
410003,756,12,140,709,22,164,0,0,0,0,0
410004,381,0,47,365,3,54,0,0,0,0,0
410005,621,9,82,589,17,94,0,0,0,0,0
410006,259,4,60,247,6,61,0,0,0,0,0
410007,322,5,68,305,6,71,0,0,0,0,0
410008,859,18,191,830,30,199,0,0,0,0,0
410009,505,9,115,484,14,118,0,0,0,0,0
410010,721,15,166,688,17,183,0,0,0,0,0
410011,662,5,163,625,21,171,0,0,0,0,0
410012,499,8,226,471,14,230,0,0,0,0,0
410013,266,3,44,249,12,47,0,0,0,0,0
410015,961,15,198,915,32,200,0,0,0,0,0
410016,708,14,112,693,18,112,0,0,0,0,0
410017,207,3,51,188,4,57,0,0,0,0,0
410018,370,8,111,362,9,108,0,0,0,0,0
410019,652,6,121,624,9,134,0,0,0,0,0
410020,480,7,133,454,13,139,0,0,0,0,0
410021,837,20,151,792,22,168,0,0,0,0,0
410022,740,6,161,705,16,174,0,0,0,0,0
420101,675,9,130,658,17,129,0,0,0,0,0
420102,702,13,238,684,20,237,0,0,0,0,0
420103,1897,38,656,1830,54,678,0,0,0,0,0
420104,1309,26,335,1254,40,360,0,0,0,0,0
420105,614,23,238,595,31,242,0,0,0,0,0
420106,1243,23,419,1201,28,440,0,0,0,0,0
420201,126,2,44,120,4,43,0,0,0,0,0
420203,366,23,111,360,21,108,0,0,0,0,0
420204,1036,22,390,1004,35,392,0,0,0,0,0
420205,1361,37,373,1322,43,372,0,0,0,0,0
420206,1059,32,432,1021,38,432,0,0,0,0,0
420207,1417,24,458,1360,44,468,0,0,0,0,0
420301,208,2,14,197,5,18,0,0,0,0,0
420302,116,1,10,113,2,11,0,0,0,0,0
420303,1108,26,192,1064,37,201,0,0,0,0,0
420304,282,4,33,275,8,34,0,0,0,0,0
420305,592,16,206,567,18,207,0,0,0,0,0
420306,204,9,109,193,7,119,0,0,0,0,0
420307,659,20,372,615,30,372,0,0,0,0,0
420308,592,20,387,566,29,385,0,0,0,0,0
420309,34,1,21,34,2,19,0,0,0,0,0
420310,8,2,287,11,3,275,0,0,0,0,0
430101,291,4,81,285,8,74,0,0,0,0,0
430102,321,2,36,311,4,37,0,0,0,0,0
430103,650,15,103,633,14,110,0,0,0,0,0
430204,224,1,97,217,3,92,0,0,0,0,0
430205,487,3,86,476,11,83,0,0,0,0,0
430206,162,0,26,158,4,26,0,0,0,0,0
430207,55,0,19,57,0,17,0,0,0,0,0
430208,53,0,4,47,0,10,0,0,0,0,0
430310,273,5,107,270,4,99,0,0,0,0,0
430311,333,3,66,329,3,68,0,0,0,0,0
430312,296,2,64,295,5,54,0,0,0,0,0
430313,160,1,22,152,0,31,0,0,0,0,0
440001,256,1,33,245,5,42,0,0,0,0,0
440002,208,3,37,201,4,43,0,0,0,0,0
440003,207,2,39,199,6,37,0,0,0,0,0
440004,292,0,92,276,5,101,0,0,0,0,0
440005,646,12,92,628,11,100,0,0,0,0,0
440006,918,8,168,875,20,177,0,0,0,0,0
440007,321,4,64,290,10,82,0,0,0,0,0
440008,830,9,137,790,23,147,0,0,0,0,0
440009,806,19,364,806,15,360,0,0,0,0,0
440010,255,1,33,239,6,39,0,0,0,0,0
440011,415,2,73,397,13,74,0,0,0,0,0
440012,1017,12,225,953,31,248,0,0,0,0,0
440013,2010,49,503,1907,68,546,0,0,0,0,0
440014,583,14,138,560,16,152,0,0,0,0,0
440015,945,10,182,892,29,203,0,0,0,0,0
440016,915,12,202,880,22,222,0,0,0,0,0
440017,191,6,40,184,8,40,0,0,0,0,0
440018,606,9,107,590,14,111,0,0,0,0,0
440019,759,17,147,725,16,162,0,0,0,0,0
440020,583,5,95,561,9,101,0,0,0,0,0
440021,434,9,189,399,14,202,0,0,0,0,0
440023,535,6,164,522,8,173,0,0,0,0,0
440024,556,9,201,523,15,219,0,0,0,0,0
440026,207,5,36,195,6,44,0,0,0,0,0
440027,387,8,73,370,10,82,0,0,0,0,0
440028,413,4,148,396,13,154,0,0,0,0,0
450002,132,3,90,123,5,91,119,6,94,0,0
450004,442,8,159,411,14,163,437,12,153,0,0
450005,50,1,173,51,4,169,51,5,170,0,0
450006,393,5,125,376,8,126,390,10,124,0,0
450008,508,3,80,494,6,77,514,6,71,0,0
450009,404,5,138,384,9,142,397,7,146,0,0
450011,148,0,32,138,6,30,143,2,33,0,0
450012,77,1,61,76,1,58,77,0,59,0,0
450013,363,1,48,343,5,53,351,7,53,0,0
450014,164,1,15,157,3,20,162,3,18,0,0
450015,169,1,20,157,0,21,172,0,16,0,0
450017,296,5,101,283,7,104,286,10,106,0,0
450018,626,5,122,597,7,133,623,5,120,0,0
450019,495,1,73,467,10,77,482,8,70,0,0
450020,414,0,71,393,9,75,399,15,74,0,0
450022,323,2,30,311,7,32,315,6,32,0,0
450023,276,1,49,262,5,43,263,4,46,0,0
450024,193,0,21,182,0,24,181,2,26,0,0
450025,239,0,18,228,1,23,233,2,20,0,0
450026,208,0,17,201,1,16,202,3,17,0,0
450027,133,1,5,120,2,11,130,0,6,0,0
450028,112,1,1,106,1,2,108,2,2,0,0
450029,310,3,27,291,6,31,295,10,37,0,0
450031,632,6,90,613,13,90,635,13,79,0,0
450033,311,0,26,298,3,37,303,2,31,0,0
450034,341,3,29,329,7,32,333,9,33,0,0
450035,635,1,109,597,12,116,615,11,114,0,0
450036,469,0,43,444,5,53,457,0,50,0,0
450037,112,0,20,107,2,20,111,4,19,0,0
450038,510,6,65,482,13,72,497,8,71,0,0
460102,585,5,216,535,20,232,562,15,223,0,0
460103,871,15,327,800,24,364,845,23,344,0,0
460104,465,8,121,432,11,145,454,15,126,0,0
460201,733,13,338,680,18,355,717,33,331,0,0
460203,341,3,164,311,7,175,332,15,158,0,0
460205,1119,10,256,1066,20,279,1113,27,249,0,0
460307,379,2,101,348,4,122,367,14,103,0,0
460310,152,1,43,143,4,48,147,2,46,0,0
460311,198,1,69,179,4,78,190,6,70,0,0
460312,71,4,23,62,4,26,69,4,26,0,0
460313,112,3,21,104,3,27,111,3,23,0,0
460314,582,9,206,553,14,212,573,18,204,0,0
460315,227,0,43,211,1,56,214,4,54,0,0
460316,337,4,103,309,9,116,339,4,98,0,0
470002,748,2,73,723,13,82,0,0,0,0,0
470004,160,2,19,153,6,22,0,0,0,0,0
470009,61,0,6,61,1,5,0,0,0,0,0
470010,218,2,6,214,4,11,0,0,0,0,0
470015,225,3,16,222,4,16,0,0,0,0,0
470016,93,0,7,90,0,8,0,0,0,0,0
470020,856,10,114,835,16,119,0,0,0,0,0
470022,723,20,79,694,27,85,0,0,0,0,0
480101,591,7,139,570,16,141,590,15,129,0,0
480102,297,1,95,286,8,91,291,15,89,0,0
480105,321,9,67,313,10,65,317,12,64,0,0
480106,232,0,43,218,2,47,227,2,44,0,0
480201,251,2,81,253,2,81,255,7,76,0,0
480202,242,8,89,237,8,92,237,15,92,0,0
480204,478,3,88,465,8,87,472,11,84,0,0
480206,320,2,70,317,7,62,323,6,60,0,0
480302,432,2,88,426,7,83,424,15,83,0,0
480303,782,6,172,764,12,167,779,18,160,0,0
480304,945,10,168,920,10,172,939,18,162,0,0
490011,555,11,117,522,16,129,542,20,121,0,0
490012,524,5,130,488,12,148,530,14,121,0,0
490014,164,3,51,153,2,54,161,10,47,0,0
490015,414,10,124,383,17,133,406,23,119,0,0
490016,347,2,78,319,6,91,337,12,81,0,0
490020,760,13,190,727,16,212,744,51,170,0,0
490021,384,3,93,364,10,98,383,11,88,0,0
490022,532,6,95,484,21,115,507,30,93,534,92
490023,694,14,172,654,20,195,686,27,165,698,172
490024,453,4,98,427,9,109,441,13,102,459,95
490025,328,3,101,301,8,106,320,15,90,0,0
490026,53,0,8,50,1,10,52,0,9,56,5
490027,55,0,10,54,0,9,54,5,9,0,0
490031,714,9,199,684,18,200,712,30,173,0,0
490034,369,0,102,340,10,108,361,11,98,0,0
490036,1049,17,294,944,35,341,1011,50,300,0,0
490037,616,9,136,584,12,154,611,21,136,667,99
490038,222,2,62,206,5,71,216,6,64,0,0
490039,616,8,189,565,15,218,604,25,185,659,157
490101,337,7,133,305,12,150,338,22,117,0,0
490121,675,7,232,602,28,255,658,38,218,0,0
490122,79,0,16,75,0,20,77,1,17,0,0
490130,461,9,113,425,10,136,454,9,116,0,0
490132,476,16,217,446,15,228,481,28,197,0,0
490241,952,25,347,892,23,373,951,43,339,0,0
490242,581,12,188,520,24,216,577,34,170,0,0
490311,339,2,86,312,8,94,327,12,86,0,0
500004,693,9,134,671,16,134,0,0,0,0,0
500005,968,8,269,912,14,299,0,0,0,0,0
500007,265,4,65,249,9,73,0,0,0,0,0
500009,317,7,72,300,6,84,0,0,0,0,0
500012,275,3,44,266,6,51,0,0,0,0,0
500014,161,4,41,165,3,37,0,0,0,0,0
500015,757,13,233,732,17,241,0,0,0,0,0
500017,73,3,14,66,2,20,0,0,0,0,0
500018,375,13,95,353,15,104,0,0,0,0,0
500020,728,11,189,686,20,209,0,0,0,0,0
510005,722,20,540,669,37,542,720,69,504,0,0
510007,1020,19,533,953,29,571,1012,47,506,0,0
510009,1112,21,545,1049,34,573,1114,60,507,0,0
510011,388,10,232,352,27,231,366,43,220,0,0
510013,581,18,312,550,21,316,582,34,297,0,0
510017,90,7,238,85,9,232,85,17,238,0,0
510021,294,11,493,275,24,472,293,41,474,0,0
510022,629,18,459,611,20,452,638,25,439,0,0
510023,200,15,614,208,17,591,207,29,600,0,0
510028,226,8,238,229,10,233,231,17,234,0,0
510033,1035,15,297,965,28,334,1019,33,296,0,0
510036,67,3,138,61,8,135,73,9,128,0,0
510037,537,9,197,506,9,208,530,20,195,0,0
510038,717,9,370,710,14,376,724,28,359,0,0
510040,241,3,79,223,7,86,235,14,75,0,0
510041,1627,29,548,1518,50,594,1604,83,528,0,0
510044,441,9,73,402,13,97,414,16,91,0,0
510045,437,8,151,421,13,156,431,19,147,0,0
510046,750,14,268,699,17,292,740,38,256,0,0
510047,405,8,260,375,14,278,400,23,262,0,0
510049,212,3,72,196,12,79,208,10,69,0,0
510050,148,2,93,140,5,93,145,3,98,0,0
510051,103,3,28,92,3,37,99,3,32,0,0
510052,232,2,77,220,2,80,238,3,68,0,0
510053,418,9,112,399,8,118,415,20,109,0,0
510055,1554,17,469,1448,26,512,1542,54,444,0,0
510056,136,0,36,131,2,36,133,3,36,0,0
510057,33,1,7,29,2,8,29,3,8,0,0
510058,401,6,105,363,9,130,392,13,104,0,0
510059,606,7,148,566,11,181,618,8,141,0,0
510060,184,4,34,172,2,42,183,3,33,0,0
510061,277,6,108,259,9,116,280,6,108,0,0
510064,703,5,153,653,12,180,682,12,171,0,0
520101,588,4,127,553,8,148,0,0,0,0,0
520102,149,2,27,144,2,28,0,0,0,0,0
520103,164,2,41,153,4,44,0,0,0,0,0
520104,207,3,47,196,7,48,0,0,0,0,0
520105,103,1,109,105,4,101,0,0,0,0,0
520106,88,1,20,83,5,20,0,0,0,0,0
520201,468,14,129,435,20,153,0,0,0,0,0
520202,251,8,84,245,6,86,0,0,0,0,0
520203,232,7,61,214,9,70,0,0,0,0,0
520301,378,3,65,356,8,77,0,0,0,0,0
520305,659,19,163,621,32,174,0,0,0,0,0
520307,534,9,130,498,18,149,0,0,0,0,0
530101,454,7,86,422,12,99,439,15,89,0,0
530102,532,9,124,508,13,135,528,21,113,0,0
530103,234,2,53,223,5,57,230,5,57,0,0
530201,309,5,47,294,8,52,303,11,48,0,0
530202,299,1,32,285,2,37,294,6,31,0,0
530203,426,7,110,395,9,121,421,14,108,0,0
530204,229,3,33,213,7,44,224,5,35,0,0
530301,554,7,90,504,11,110,531,20,98,0,0
530302,237,4,79,215,8,93,225,11,83,0,0
530303,205,7,37,190,10,45,203,6,44,0,0
530304,131,2,21,125,5,21,130,7,16,0,0
540101,683,8,99,663,9,107,664,18,103,0,0
540102,58,3,134,58,0,128,58,4,131,0,0
540103,125,1,27,112,3,36,121,0,30,0,0
540105,137,4,37,120,4,48,125,8,46,0,0
540206,292,2,42,267,7,57,285,9,43,0,0
540207,111,3,23,96,2,36,103,4,30,0,0
540208,266,5,66,259,4,67,258,13,69,0,0
540209,405,7,125,377,12,136,397,16,124,0,0
540210,169,2,33,160,3,40,161,4,41,0,0
540311,250,0,76,228,3,86,239,8,82,0,0
540312,306,6,129,296,9,128,291,12,139,0,0
540313,103,0,24,98,1,30,101,2,26,0,0
540314,153,8,81,131,12,92,155,9,78,0,0
550001,298,8,319,293,16,310,0,0,0,0,0
550002,432,14,222,407,26,226,0,0,0,0,0
550003,515,17,249,500,22,246,0,0,0,0,0
550004,634,29,225,606,23,244,0,0,0,0,0
550005,455,22,265,439,21,270,0,0,0,0,0
550006,390,6,218,364,19,214,0,0,0,0,0
550007,617,11,228,566,22,252,0,0,0,0,0
550008,261,5,76,254,7,74,0,0,0,0,0
550009,376,17,179,360,24,178,0,0,0,0,0
550010,312,18,138,296,15,151,0,0,0,0,0
550011,341,20,259,318,23,259,0,0,0,0,0
550012,498,11,390,486,21,376,0,0,0,0,0
550013,385,18,254,363,23,256,0,0,0,0,0
550014,330,19,284,318,14,287,0,0,0,0,0
550015,445,15,325,418,25,330,0,0,0,0,0
550016,104,5,68,103,4,70,0,0,0,0,0
550017,0,0,0,0,0,0,0,0,0,0,0
550018,330,6,76,307,14,86,0,0,0,0,0
550019,685,18,137,646,32,142,0,0,0,0,0
550020,1108,34,235,1060,28,271,0,0,0,0,0
550021,1021,16,233,985,19,241,0,0,0,0,0
550022,622,10,112,590,18,123,0,0,0,0,0
550023,773,19,213,742,30,219,0,0,0,0,0
550024,67,2,8,63,2,8,0,0,0,0,0
550025,227,4,99,208,7,106,0,0,0,0,0
550026,507,11,127,472,22,134,0,0,0,0,0
550027,143,1,43,131,6,41,0,0,0,0,0
550028,229,10,359,224,16,346,0,0,0,0,0
550029,632,26,357,569,37,376,0,0,0,0,0
550030,410,14,317,392,23,305,0,0,0,0,0
550031,512,15,343,498,26,334,0,0,0,0,0
550032,441,21,208,405,28,216,0,0,0,0,0
550033,746,21,476,712,25,487,0,0,0,0,0
550034,808,17,164,789,23,175,0,0,0,0,0
550035,1217,33,566,1179,41,573,0,0,0,0,0
550036,804,19,275,799,18,268,0,0,0,0,0
550037,569,20,270,574,22,253,0,0,0,0,0
550038,454,18,256,436,21,257,0,0,0,0,0
550039,660,19,357,638,29,350,0,0,0,0,0
550040,737,31,390,707,44,393,0,0,0,0,0
550041,590,15,341,566,32,335,0,0,0,0,0
550042,918,25,343,916,33,333,0,0,0,0,0
550043,1432,10,287,1414,25,285,0,0,0,0,0
550044,891,25,417,872,33,414,0,0,0,0,0
550045,997,15,290,971,39,280,0,0,0,0,0
550046,296,14,282,280,21,276,0,0,0,0,0
550047,216,9,205,187,16,207,0,0,0,0,0
550048,441,31,320,416,35,327,0,0,0,0,0
550049,322,27,256,325,21,249,0,0,0,0,0
550050,20,1,21,21,1,19,0,0,0,0,0
550051,518,23,384,498,35,374,0,0,0,0,0
550052,477,16,214,451,19,228,0,0,0,0,0
550053,517,16,314,475,21,333,0,0,0,0,0
550054,585,26,275,568,39,274,0,0,0,0,0
550055,552,33,276,542,34,274,0,0,0,0,0
550056,550,22,278,542,24,275,0,0,0,0,0
550057,452,21,299,440,22,295,0,0,0,0,0
550058,1115,23,326,1113,30,314,0,0,0,0,0
550059,986,11,201,965,24,203,0,0,0,0,0
550060,1123,24,330,1104,35,330,0,0,0,0,0
550061,916,18,269,906,29,267,0,0,0,0,0
550062,842,35,315,848,23,326,0,0,0,0,0
550063,445,12,141,450,12,134,0,0,0,0,0
550064,1435,27,356,1434,27,353,0,0,0,0,0
550065,802,8,229,787,10,235,0,0,0,0,0
550066,147,9,520,141,5,517,0,0,0,0,0
550067,1054,17,171,982,27,200,0,0,0,0,0
550068,772,10,131,736,19,140,0,0,0,0,0
550069,838,23,146,781,27,171,0,0,0,0,0
550070,702,4,108,647,17,133,0,0,0,0,0
550071,900,13,149,851,27,162,0,0,0,0,0
550072,650,17,164,604,23,182,0,0,0,0,0
550073,221,2,54,204,9,62,0,0,0,0,0
550074,66,1,176,62,4,169,0,0,0,0,0
550075,311,13,500,299,16,480,0,0,0,0,0
550076,754,21,182,725,37,181,0,0,0,0,0
550077,239,8,468,222,24,451,0,0,0,0,0
550078,164,10,430,170,10,412,0,0,0,0,0
550079,181,21,603,183,24,583,0,0,0,0,0
550080,779,32,640,740,39,628,0,0,0,0,0
550081,428,16,286,408,18,287,0,0,0,0,0
550082,201,9,175,199,11,163,0,0,0,0,0
550083,520,30,412,498,39,390,0,0,0,0,0
550084,379,17,263,348,32,256,0,0,0,0,0
550085,537,26,402,493,34,399,0,0,0,0,0
550086,636,32,457,620,36,453,0,0,0,0,0
550087,225,11,277,222,20,254,0,0,0,0,0
550088,98,3,245,96,4,239,0,0,0,0,0
550089,211,7,384,200,10,380,0,0,0,0,0
550090,45,3,77,50,4,69,0,0,0,0,0
550091,99,4,89,98,6,89,0,0,0,0,0
550092,662,17,542,647,26,509,0,0,0,0,0
550093,447,11,183,426,10,195,0,0,0,0,0
550094,645,15,275,610,24,287,0,0,0,0,0
550095,484,13,217,480,12,207,0,0,0,0,0
550096,635,28,407,575,39,421,0,0,0,0,0
550097,479,7,228,459,12,238,0,0,0,0,0
550098,1079,28,378,1018,38,407,0,0,0,0,0
550099,481,8,284,491,11,272,0,0,0,0,0
550100,612,14,289,630,17,272,0,0,0,0,0
550101,271,9,104,294,6,83,0,0,0,0,0
550102,655,21,343,653,17,342,0,0,0,0,0
550103,322,17,309,307,20,308,0,0,0,0,0
550104,240,17,341,242,14,335,0,0,0,0,0
550105,429,16,332,416,14,336,0,0,0,0,0
550106,525,15,316,509,21,317,0,0,0,0,0
550107,379,10,108,357,19,117,0,0,0,0,0
550108,211,3,74,213,9,70,0,0,0,0,0
550109,1029,24,373,1037,28,365,0,0,0,0,0
550110,261,7,113,264,11,105,0,0,0,0,0
550111,806,27,333,797,27,334,0,0,0,0,0
550112,93,3,52,87,3,55,0,0,0,0,0
550113,136,9,64,135,3,68,0,0,0,0,0
550114,64,5,467,69,5,461,0,0,0,0,0
550115,55,7,684,54,8,669,0,0,0,0,0
550116,146,14,243,142,12,239,0,0,0,0,0
550117,126,5,765,120,14,744,0,0,0,0,0
550118,234,23,648,235,24,622,0,0,0,0,0
550119,72,0,59,76,1,57,0,0,0,0,0
550120,168,18,570,167,23,548,0,0,0,0,0
550121,218,24,816,213,25,803,0,0,0,0,0
550122,191,19,508,177,30,490,0,0,0,0,0
550123,220,14,485,217,15,485,0,0,0,0,0
550124,267,9,360,258,20,351,0,0,0,0,0
550125,116,13,292,112,14,285,0,0,0,0,0
550126,275,20,491,267,22,472,0,0,0,0,0
550127,536,13,321,533,23,305,0,0,0,0,0
550128,541,18,419,509,33,411,0,0,0,0,0
550129,317,15,336,310,26,317,0,0,0,0,0
550130,734,27,457,701,34,444,0,0,0,0,0
550131,489,10,185,481,14,188,0,0,0,0,0
550132,530,12,253,520,12,255,0,0,0,0,0
550133,638,33,392,614,28,409,0,0,0,0,0
550134,952,30,471,930,41,467,0,0,0,0,0
550135,378,10,224,361,12,231,0,0,0,0,0
550136,1089,33,526,1047,44,542,0,0,0,0,0
550137,1165,32,380,1159,32,390,0,0,0,0,0
550138,597,14,156,577,12,167,0,0,0,0,0
550139,1498,37,629,1474,37,623,0,0,0,0,0
550140,565,14,268,571,18,246,0,0,0,0,0
550141,1069,29,446,1038,42,445,0,0,0,0,0
550142,791,33,589,751,49,588,0,0,0,0,0
550143,519,14,224,519,15,210,0,0,0,0,0
550144,481,11,272,467,25,266,0,0,0,0,0
550145,536,7,206,538,18,197,0,0,0,0,0
550146,615,28,348,622,25,344,0,0,0,0,0
550147,231,3,97,224,7,95,0,0,0,0,0
550148,703,22,412,682,24,418,0,0,0,0,0
550149,748,12,286,725,21,294,0,0,0,0,0
550150,674,15,462,663,25,442,0,0,0,0,0
550151,882,37,479,858,42,480,0,0,0,0,0
550152,750,19,505,712,24,510,0,0,0,0,0
550153,680,21,378,647,32,380,0,0,0,0,0
550154,839,20,481,800,43,474,0,0,0,0,0
550155,239,7,154,241,11,144,0,0,0,0,0
550156,552,25,567,534,25,573,0,0,0,0,0
550157,11,2,25,11,0,27,0,0,0,0,0
550158,519,17,448,490,32,446,0,0,0,0,0
550159,685,21,509,653,28,495,0,0,0,0,0
550160,759,10,274,743,14,274,0,0,0,0,0
550161,288,12,465,264,33,445,0,0,0,0,0
550162,480,14,253,456,24,248,0,0,0,0,0
550163,504,17,400,473,27,397,0,0,0,0,0
550164,434,9,216,415,14,216,0,0,0,0,0
550165,1012,13,324,943,48,331,0,0,0,0,0
550166,172,2,61,160,6,67,0,0,0,0,0
550167,225,8,187,213,10,180,0,0,0,0,0
550168,125,6,88,119,6,89,0,0,0,0,0
550169,307,17,382,293,19,375,0,0,0,0,0
550170,264,10,294,250,19,288,0,0,0,0,0
550171,261,18,403,261,23,381,0,0,0,0,0
550172,435,23,478,398,34,476,0,0,0,0,0
550173,530,20,398,508,25,396,0,0,0,0,0
550174,248,8,211,233,13,206,0,0,0,0,0
550175,143,5,141,142,6,136,0,0,0,0,0
550176,470,19,355,453,30,334,0,0,0,0,0
550177,427,13,341,392,21,348,0,0,0,0,0
550178,342,15,256,325,22,260,0,0,0,0,0
550179,410,20,402,403,21,400,0,0,0,0,0
550180,283,16,266,275,17,266,0,0,0,0,0
550181,203,10,196,202,12,190,0,0,0,0,0
550182,147,15,325,152,22,305,0,0,0,0,0
550183,392,22,442,361,27,446,0,0,0,0,0
550184,357,21,493,320,39,490,0,0,0,0,0
550185,113,4,177,107,8,174,0,0,0,0,0
550186,165,11,284,170,15,270,0,0,0,0,0
550187,62,1,52,55,0,54,0,0,0,0,0
550188,0,0,2,0,0,2,0,0,0,0,0
550189,104,2,96,99,3,95,0,0,0,0,0
550190,112,21,292,97,25,296,0,0,0,0,0
550191,165,17,339,152,17,338,0,0,0,0,0
550192,275,24,592,273,28,580,0,0,0,0,0
550193,218,12,390,214,16,380,0,0,0,0,0
550194,233,16,444,204,22,447,0,0,0,0,0
550195,449,13,568,418,31,566,0,0,0,0,0
550196,553,19,349,549,23,344,0,0,0,0,0
550197,233,14,496,217,16,492,0,0,0,0,0
550198,248,21,383,241,16,391,0,0,0,0,0
550199,213,15,267,213,16,268,0,0,0,0,0
550200,281,36,717,278,44,706,0,0,0,0,0
550201,215,13,441,214,29,424,0,0,0,0,0
550202,162,14,306,155,12,310,0,0,0,0,0
550203,204,20,410,191,23,421,0,0,0,0,0
550204,420,27,748,415,33,741,0,0,0,0,0
550205,246,33,385,236,37,379,0,0,0,0,0
550206,106,8,127,95,6,130,0,0,0,0,0
550207,273,12,475,274,30,440,0,0,0,0,0
550208,10,0,2,8,0,2,0,0,0,0,0
550209,243,7,386,237,16,364,0,0,0,0,0
550210,246,8,316,233,16,310,0,0,0,0,0
550211,200,4,292,192,10,286,0,0,0,0,0
